,,Spelling Error Legend:,Needs !? or .,Double blanks,Double blank?,"and and, the the"
conversation_character_mayor_name,Гюнн-Бритт Гилденвайр,,,,,
conversation_character_cowboy_name,Кларк Пистон,,,,,
conversation_character_core_name,Ядро,,,,,
conversation_character_father_name,Джэк Клатчспрокет,,,,,
conversation_character_daughter_name,Астрид Клатчспрокет,,,,,
conversation_character_trader_name,Торговец,,,,,
,,,,,,
conversation_next_button,Далее,,,,,
,,,,,,
store_item_type_blueprint,Чертеж,,,,,
store_item_type_building_item,Строительная деталь,,,,,
store_item_type_miner_item,Шахтерский предмет,,,,,
,,,,,,
store_item_blueprint_speed_vent_name,[OUTDATED]Speed Vent,,,,,
store_item_blueprint_speed_vent_desc,[OUTDATED]Blueprint that can be researched to get access to speed vent machines in the mine.<br><br>Speed vents give miners that walk over them a push forward.,,,,,
store_item_blueprint_radar_name,[OUTDATED]Radar,,,,,
store_item_blueprint_radar_desc,[OUTDATED]A Radar that can help extend the range of the Surveillance Facility.,,,,,
store_item_blueprint_gas_extractor_name,[OUTDATED]Gas Extractor,,,,,
store_item_blueprint_gas_extractor_desc,[OUTDATED]Helps collect gas from pockets in the mine.,,,,,
store_item_blueprint_ironium_ore_extractor_name,I[OUTDATED]ronium Ore Extractor,,,,,
store_item_blueprint_ironium_ore_extractor_desc,[OUTDATED]Extracts Ironium Ore from Ironium veins in the mine.,,,,,
store_item_blueprint_scrap_extractor_name,[OUTDATED]Scrap Extractor,,,,,
store_item_blueprint_scrap_extractor_desc,[OUTDATED]Extracts Scrap from Scrap veins in the mine.,,,,,
store_item_blueprint_oil_sand_extractor_name,[OUTDATED]Oil Sand Extractor,,,,,
store_item_blueprint_oil_sand_extractor_desc,[OUTDATED]Extracts Oil Sand from Oil Sand veins in the mine.,,,,,
,,,,,,
hive_attack_window_waiting,Следующее нападение через:,25,,,,
hive_attack_window_attacking,Вы подверглись нападению!,25,,,,
,,,,,,
story_intro_cinematic_slide_1_father_line_1,Father: Y'see? All those stars up there.,,,,,
story_intro_cinematic_slide_1_father_line_1.1,Father: That's where we'll live.,,,,,
story_intro_cinematic_slide_2_daugher_line_1,Daughter: There's so many! Which one?,,,,,
story_intro_cinematic_slide_2_father_line_1,"Father: Whichever one you want, kiddo.",,,,,
story_intro_cinematic_slide_2_daugher_line_2,"Daughter: How d'you figure we'll get all the way up there, pa?",,,,,
story_intro_cinematic_slide_3_vectron_line_1,Core: I will show you.,,,,,
story_intro_cinematic_slide_3_daughter_line_1,Daughter: Who's that?,,,,,
story_intro_cinematic_slide_3_vectron_line_2,"Core: I am a friend, little one. I am here to help you all get to safety. It is the sole purpose of my existence.",,,,,
story_intro_cinematic_slide_4_daughter_line_1,Daughter: Crimany! You can talk?!,,,,,
story_intro_cinematic_slide_5_vectron_line_1,Core: Yes...,,,,,
story_intro_cinematic_slide_5_daughter_line_1,Daughter: How d'you reckon you can help us then?,,,,,
story_intro_cinematic_slide_5_vectron_line_5.1,"Core: Long ago, a great hoard of ancient technology was buried here.",,,,,
story_intro_cinematic_slide_5_vectron_line_5.2,Core: Technology that has the power to do what you need.,,,,,
story_intro_cinematic_slide_5_vectron_line_5.3,"Core: Deep, deep below the earth.",,,,,
story_intro_cinematic_slide_5_vectron_line_5.4,"Core: But as you see, I quite lack the ability to dig them up.",,,,,
story_intro_cinematic_slide_6_daughter_line_1,Daughter: Pa and I are darn good at diggin' up things!,,,,,
story_intro_cinematic_slide_7_vectron_line_1,Core: Yes. You Bots are excellent for manual labour.,,,,,
